time,seconds_elapsed,z,y,x
1772796609750547000,0.076546875,-1.0986071381002664,1.8289305605150759,0.5002957559814676
1772796609760539000,0.086538818359375,-1.1939204464763402,1.9994746125727891,0.47202308976445345
1772796609770530800,0.09653076171875,-1.39468851801455,1.978968707899749,0.4574854093134403
1772796609780522800,0.106522705078125,-1.6488023952931166,1.9079095508143304,0.35013398221712555
1772796609790515000,0.116514892578125,-1.8634528617113828,1.8281294732652604,0.11046692876834421
1772796609800507000,0.1265068359375,-1.9386597861260175,1.8100474347382782,-0.1496728394699283
1772796609810499000,0.1364990234375,-1.9360434661477803,1.7919785479538142,-0.43811117555145174
1772796609820490800,0.14649072265625,-1.8813076673537492,1.6949759713165462,-0.7698271652854979
1772796609830484000,0.15648388671875,-1.715717876702547,1.5619883274540305,-1.1752839889369904
1772796609840476000,0.166475830078125,-1.5066256289333104,1.3652394284293055,-1.6655438328661023
1772796609850467800,0.1764677734375,-1.2951596377700567,1.1042255625039339,-2.07482372193709
1772796609860459800,0.186459716796875,-1.0665554648011921,0.8382505670398473,-2.322427048277855
1772796609870452000,0.196451904296875,-0.7550456296086311,0.5850614033907652,-2.4721187203124164
1772796609880444000,0.20644384765625,-0.48699733500182624,0.38087154071032997,-2.509760176442563
1772796609890435800,0.216435791015625,-0.24622809246480465,0.25071546701192854,-2.427773674890399
1772796609900427800,0.226427734375,0.0314537074059248,0.1770657089114189,-2.278261158815026
1772796609910420000,0.236419921875,0.30358430289030075,0.18225071033388376,-2.0670114407509566
1772796609920412000,0.246411865234375,0.5187789591878652,0.19622575193345546,-1.8232263575240968
1772796609930403800,0.25640380859375,0.707540366590023,0.23213030126839876,-1.6291354256622492
1772796609940395800,0.266395751953125,0.8124912718832492,0.17178630720376967,-1.4754102603279053
1772796609950389000,0.276388916015625,0.8233972813010215,0.04835515784621239,-1.3046075573340057
1772796609960380700,0.286380615234375,0.781072051268816,-0.12260229731798171,-1.1838602402329443
1772796609970372600,0.29637255859375,0.7138286530792712,-0.3338455856412649,-1.1136265741862357
1772796609980364800,0.30636474609375,0.7233300563961267,-0.4600035296142101,-1.0736932807918638
1772796609990356700,0.316356689453125,0.7601397378772496,-0.528708817049861,-1.0732120731461792
1772796610000349000,0.326348876953125,0.8178817327499389,-0.6167983116522431,-1.0550884604997932
1772796610010340600,0.336340576171875,0.8248077326208353,-0.7344815650075673,-0.9625191901348531
1772796610020332800,0.346332763671875,0.8074298968404531,-0.9196689133152365,-0.8095673472605646
1772796610030324700,0.35632470703125,0.7824053456991911,-1.0547212346225976,-0.6403455567825586
1772796610040317000,0.36631689453125,0.7523556598722935,-1.1858356319591403,-0.4899041258266195
1772796610050308600,0.37630859375,0.7008709718286991,-1.3046771154388785,-0.4025386711824685
1772796610060300800,0.38630078125,0.6124971073269844,-1.4234294593304395,-0.33156357565131034
1772796610070292700,0.396292724609375,0.48477732086479663,-1.5198001678049564,-0.2668997090935707
1772796610080285700,0.40628564453125,0.23627602277100085,-1.641608099874854,-0.20831563737355172
1772796610090277600,0.416277587890625,-0.0904348886847496,-1.740009729655087,-0.17351353285517543
1772796610100269800,0.426269775390625,-0.4060977519035339,-1.7510504713684318,-0.154916019086726
1772796610110261800,0.43626171875,-0.6787450647383928,-1.7371029022976756,-0.14154502606121822
1772796610120253700,0.446253662109375,-0.9425620053857564,-1.701791934941709,-0.12915171896144748
1772796610130245600,0.45624560546875,-1.1508236475497484,-1.595683968567848,-0.17448734632339327
1772796610140237800,0.46623779296875,-1.2903800022780894,-1.5067816962778566,-0.27589316288828847
1772796610150229800,0.476229736328125,-1.3921873488485812,-1.388140703806281,-0.2664144097946584
1772796610160221700,0.4862216796875,-1.4924883825093507,-1.3208780163943767,-0.23865115440450607
1772796610170213600,0.496213623046875,-1.522714009425044,-1.2365537195444107,-0.25736670506205406
1772796610180205800,0.506205810546875,-1.4785837757974862,-1.115519694456458,-0.33156890941355377
1772796610190197800,0.51619775390625,-1.356874043405056,-0.9902774040237069,-0.4135209241742268
1772796610200190700,0.526190673828125,-1.1985428455799818,-0.8544473763421178,-0.499123095472902
1772796610210182700,0.5361826171875,-1.044479826593399,-0.7735849103838205,-0.572520997704193
1772796610220174800,0.5461748046875,-0.9422311659961938,-0.665298138666153,-0.5723921836927532
1772796610230166800,0.556166748046875,-0.8446902446985244,-0.5928311606094241,-0.36880021384023126
1772796610240158700,0.56615869140625,-0.5750321768075227,-0.5539677614688873,-0.09415051167439668
1772796610250150700,0.576150634765625,-0.25681203032135963,-0.29720220063775776,-0.2254465857207775
1772796610260142800,0.586142822265625,-0.12642623952031135,0.11464812344312666,-0.5819532813075929
1772796610270134800,0.596134765625,-0.11722820306420326,0.38609044440239665,-0.657034533515945
1772796610280126700,0.606126708984375,-0.2278261743336916,0.4951984693750739,-0.5268553346702829
1772796610290118700,0.61611865234375,-0.377467869746685,0.5185615170449018,-0.23799037067452444
1772796610300110800,0.62611083984375,-0.4785334580391645,0.5608364781945944,0.05701990940952673
1772796610310102800,0.636102783203125,-0.36545711395740504,0.7238625558376311,0.2537073423042893
1772796610320095700,0.646095703125,-0.0681400547683239,0.9891223887696862,0.23173580379178746
1772796610330087700,0.656087646484375,0.2688748085588217,1.182453296044469,0.10319008789947255
1772796610340079900,0.666079833984375,0.5380781184196471,1.2317702846601604,-0.04173345641782507
1772796610350071600,0.676071533203125,0.7032786174923181,1.0985042622476815,-0.12547469268282874
1772796610360063700,0.686063720703125,0.7166402033686637,0.8637015268996358,-0.06987604824807495
1772796610370055700,0.6960556640625,0.6823696849763393,0.6245023101583123,0.035182299474999304
1772796610380048000,0.7060478515625,0.7210013211876154,0.475099099676311,0.07387447023447602
1772796610390039800,0.716039794921875,0.8395441139817237,0.4379302294939756,0.005337415505200624
1772796610400031700,0.72603173828125,1.0399977127432822,0.5233861607223749,-0.0986180307435803
1772796610410023700,0.736023681640625,1.3388503109365701,0.6186638132631779,-0.15957975484775377
1772796610420015900,0.746015869140625,1.5716472594201565,0.6925023719340563,-0.19623493988690896
1772796610430007800,0.7560078125,1.7326245878398416,0.672149904257059,-0.1849181394448504
1772796610439999700,0.765999755859375,1.8322610201120375,0.6170031865745782,-0.08410513767395168
1772796610449992700,0.77599267578125,1.9075158753216266,0.4997770293369889,0.05064155175033956
1772796610459985000,0.78598486328125,2.006768861234188,0.40792292150408027,0.13030037753991783
1772796610469976600,0.7959765625,2.091993321794271,0.37689708412140605,0.19974336813297122
1772796610479968800,0.80596875,2.1634061146229504,0.3772092188104987,0.23622896875888108
1772796610489960700,0.815960693359375,2.1344658513426777,0.32701398605555293,0.2897154250789434
1772796610499953000,0.825952880859375,2.068465146690607,0.29463498049825426,0.3729710332514718
1772796610509944600,0.835944580078125,2.014008749359846,0.29946634617745876,0.43418819342143833
1772796610519936800,0.845936767578125,1.9191946226775645,0.2917100329622626,0.501057643732056
1772796610529928700,0.8559287109375,1.7961936814308166,0.28107904109358783,0.546046101624146
1772796610539921000,0.8659208984375,1.6476631621301172,0.23000731776505706,0.5554699827253818
1772796610549912600,0.87591259765625,1.524271175739169,0.18420359796732663,0.5012682542754336
1772796610559904800,0.88590478515625,1.4222972404301166,0.10215016865879296,0.44594234410114586
