time,seconds_elapsed,z,y,x
1772721285213727200,0.096727294921875,0,0,0
1772721285232324900,0.115324951171875,0.19158172607421875,-0.007721737027168274,0.0325218141078949
1772721285250922500,0.133922607421875,0.31174373626708984,0.03798338770866394,-0.009455795399844646
1772721285269520100,0.15252001953125,0.29610157012939453,0.06005159020423889,-0.10087454319000244
1772721285288117800,0.17111767578125,0.13722991943359375,0.06067502498626709,-0.0635385662317276
1772721285306715600,0.189715576171875,-0.11969375610351562,-0.00934651494026184,-0.07906220108270645
1772721285325313300,0.208313232421875,-0.2463054656982422,0.06661078333854675,-0.175954207777977
1772721285343911000,0.226910888671875,-0.3079986572265625,0.14633461833000183,-0.2662309408187866
1772721285362508500,0.245508544921875,0.09004783630371094,0.08042281866073608,-0.19397611916065216
1772721285381106200,0.264106201171875,-0.16526126861572266,-0.028985917568206787,-0.05159971863031387
1772721285399703800,0.282703857421875,-0.11447811126708984,-0.04589155316352844,-0.11304876208305359
1772721285418301700,0.3013017578125,-0.23066234588623047,-0.07964774966239929,-0.032678134739398956
1772721285436899000,0.319899169921875,-0.18442153930664062,-0.16473808884620667,-0.2564016580581665
1772721285455497000,0.3384970703125,-0.16942787170410156,0.05377542972564697,-0.2082008272409439
1772721285474094600,0.357094482421875,-0.13008594512939453,0.12511563301086426,0.040249258279800415
1772721285492692200,0.375692138671875,-0.19096755981445312,0.14403468370437622,0.41071271896362305
1772721285511289900,0.394289794921875,-0.22638320922851562,0.08069086074829102,0.46057575941085815
1772721285529887500,0.412887451171875,-0.11391353607177734,-0.08240431547164917,0.12608149647712708
1772721285548485000,0.431485107421875,-0.12336158752441406,-0.22456234693527222,0.330172061920166
1772721285567082800,0.450082763671875,-0.41577625274658203,-0.15274494886398315,0.4433402717113495
1772721285585680400,0.468680419921875,-0.7989435195922852,0.11631137132644653,0.4590943455696106
1772721285604278000,0.487278076171875,-0.6510305404663086,0.212185800075531,0.6310564279556274
1772721285622875600,0.505875732421875,-0.37659168243408203,0.07315242290496826,0.27112844586372375
1772721285641473300,0.524473388671875,-0.45719146728515625,-0.051233112812042236,-0.35711169242858887
1772721285660071000,0.54307080078125,-0.5381050109863281,-0.4999123215675354,0.301835834980011
1772721285678668800,0.561668701171875,-0.0633840560913086,0.04498416185379028,-0.7462653517723083
1772721285697266200,0.58026611328125,0.13189411163330078,-0.4570791721343994,-0.21373213827610016
1772721285715863800,0.59886376953125,0.25419044494628906,-0.20060813426971436,-0.22112888097763062
1772721285734461700,0.617461669921875,0.022813796997070312,-0.15492284297943115,-0.15419700741767883
1772721285753059000,0.63605908203125,-0.014360427856445312,-0.180657297372818,-0.2698701024055481
1772721285771656700,0.65465673828125,0.15140056610107422,-0.1262931227684021,-0.261179655790329
1772721285790254300,0.67325439453125,0.3159952163696289,-0.27616381645202637,-0.13015085458755493
1772721285808852200,0.691852294921875,0.3366212844848633,-0.27956148982048035,-0.3683406710624695
1772721285827449600,0.71044970703125,0.1183013916015625,0.0766042172908783,-0.11322493106126785
1772721285846047200,0.729047119140625,-0.11675262451171875,0.12473365664482117,-0.18471302092075348
1772721285864644900,0.747644775390625,0.024320602416992188,0.1379653811454773,-0.18253237009048462
1772721285883242500,0.766242431640625,-0.0863180160522461,0.03543242812156677,-0.09157346934080124
1772721285901840100,0.784840087890625,-0.3267955780029297,0.06993022561073303,-0.2495131492614746
1772721285920437800,0.803437744140625,-0.39383888244628906,0.12837865948677063,-0.30329662561416626
1772721285939035400,0.822035400390625,-0.06530284881591797,0.07181264460086823,-0.06460259109735489
1772721285957633000,0.840633056640625,0.3153676986694336,0.03964737057685852,0.29805517196655273
1772721285976230700,0.859230712890625,0.40967750549316406,0.014175936579704285,0.4183458089828491
1772721285994828300,0.877828369140625,0.47379207611083984,0.09470783174037933,0.4130181670188904
1772721286013426000,0.896426025390625,0.39739131927490234,0.04567340016365051,0.17149727046489716
1772721286032023600,0.9150234375,0.2518177032470703,-0.15797650814056396,0.08404521644115448
1772721286050621200,0.93362109375,-0.04246711730957031,-0.21106788516044617,-0.15389958024024963
1772721286069218600,0.952218505859375,-0.2137889862060547,-0.1487473100423813,-0.042404159903526306
1772721286087816200,0.970816162109375,-0.4839601516723633,-0.15064039826393127,0.02462862804532051
1772721286106413800,0.989413818359375,-0.5382728576660156,-0.021586433053016663,0.2303459793329239
1772721286125011500,1.008011474609375,-0.1001138687133789,-0.1409977674484253,0.5089735984802246
1772721286143609000,1.026609130859375,0.4309396743774414,-0.19081833958625793,0.5078498125076294
1772721286162206700,1.045206787109375,0.5254907608032227,-0.13581204414367676,0.36582034826278687
1772721286180804000,1.06380419921875,0.34364891052246094,0.04558899998664856,0.22929051518440247
1772721286199401700,1.082401611328125,0.15311813354492188,-0.07788962870836258,0.08015142381191254
1772721286217999400,1.100999267578125,-0.13845157623291016,-0.2677432596683502,-0.19302289187908173
1772721286236597000,1.119596923828125,-0.36605072021484375,-0.2491721212863922,-0.39624103903770447
1772721286255194600,1.138194580078125,-0.5798864364624023,-0.3504638075828552,-0.6181909441947937
1772721286273792000,1.1567919921875,-0.49504661560058594,-0.3902682065963745,-0.6480704545974731
1772721286292389600,1.1753896484375,-0.27788543701171875,-0.34705084562301636,-0.6071341633796692
1772721286310987300,1.1939873046875,-0.09102821350097656,-0.25538918375968933,-0.579689621925354
1772721286329585000,1.2125849609375,-0.0793619155883789,-0.13056369125843048,-0.2390505075454712
1772721286348182500,1.2311826171875,-0.05315208435058594,0.048771411180496216,-0.04164449870586395
1772721286366780000,1.24977978515625,0.008592605590820312,0.22699326276779175,0.10597577691078186
1772721286385377500,1.26837744140625,0.21920204162597656,0.32341790199279785,0.20583786070346832
1772721286403975200,1.28697509765625,0.3584775924682617,0.443338543176651,0.3864423632621765
1772721286422572800,1.30557275390625,0.3345041275024414,0.4852336645126343,0.49276113510131836
1772721286441170400,1.32417041015625,-0.008515357971191406,0.37951377034187317,0.21785865724086761
1772721286459767800,1.342767822265625,-0.012722969055175781,-0.019465714693069458,-0.24197664856910706
1772721286478365400,1.361365478515625,0.14249610900878906,-0.2504006624221802,-0.3578866720199585
1772721286496963000,1.379963134765625,0.1511859893798828,-0.08785125613212585,-0.32409951090812683
1772721286515560400,1.398560546875,0.09278678894042969,0.003513127565383911,-0.2222977876663208
1772721286534158000,1.417157958984375,0.17521953582763672,-0.055954575538635254,-0.071549192070961
1772721286552755700,1.435755615234375,0.19224262237548828,-0.06649751961231232,0.03889495134353638
1772721286571353300,1.454353271484375,-0.03484916687011719,0.003825634717941284,0.116773322224617
1772721286589950700,1.47295068359375,-0.3485431671142578,0.0774417519569397,0.11126084625720978
1772721286608548400,1.49154833984375,-0.3722858428955078,0.02771088480949402,0.09716390073299408
1772721286627146000,1.51014599609375,-0.18789196014404297,-0.06226210296154022,0.1279962658882141
1772721286645743400,1.528743408203125,-0.12996864318847656,-0.015085086226463318,-0.01668790727853775
1772721286664341000,1.547341064453125,-0.08855342864990234,0.034709274768829346,-0.04176950082182884
1772721286682938600,1.565938720703125,0.08015918731689453,-0.1151048019528389,0.015259407460689545
1772721286701536000,1.584535888671875,0.2410888671875,-0.0720720887184143,0.036756642162799835
1772721286720133600,1.603133544921875,0.07392597198486328,-0.006766870617866516,-0.013479826971888542
1772721286738731300,1.621731201171875,-0.0928802490234375,0.006646960973739624,-0.07251805067062378
1772721286757328600,1.64032861328125,-0.1665639877319336,0.1113760769367218,-0.05218934267759323
1772721286775926300,1.65892626953125,-0.10254573822021484,0.08709295094013214,0.003919824957847595
1772721286794524000,1.67752392578125,-0.039981842041015625,0.06359535455703735,-0.005000077188014984
1772721286813121300,1.696121337890625,0.0022716522216796875,0.06798931956291199,-0.08893527090549469
1772721286831718700,1.71471875,0.2887563705444336,0.04388219118118286,-0.04240521043539047
1772721286850316300,1.73331640625,0.7380552291870117,-0.06572569906711578,-0.031029418110847473
1772721286868914000,1.751913818359375,0.5226936340332031,-0.04822985827922821,0.0201198011636734
1772721286887511300,1.77051123046875,0.08838748931884766,-0.013079002499580383,-0.22646427154541016
1772721286906109000,1.78910888671875,-0.1409444808959961,0.01233789324760437,-0.2507411539554596
1772721286924706600,1.80770654296875,0.0011053085327148438,-0.10018102824687958,0.02360290288925171
1772721286943304000,1.826303955078125,0.11151123046875,-0.21521984040737152,0.16796793043613434
1772721286961901600,1.844901611328125,-0.00035953521728515625,-0.0339726060628891,-0.15499117970466614
1772721286980499000,1.8634990234375,-0.16325664520263672,0.048529356718063354,-0.16462264955043793
1772721286999096600,1.8820966796875,-0.49629974365234375,0.1749039590358734,0.09000000357627869
1772721287017694000,1.90069384765625,-0.45708751678466797,0.2924852967262268,0.41306421160697937
1772721287036291600,1.91929150390625,-0.24106884002685547,0.19824263453483582,0.47435688972473145
1772721287054889200,1.93788916015625,0.24387264251708984,-0.08116444945335388,0.06871741265058517
1772721287073486600,1.956486572265625,0.39156055450439453,-0.19533227384090424,0.09831690788269043
1772721287092084000,1.975083984375,0.30406665802001953,-0.15370899438858032,0.024099200963974
1772721287110681600,1.993681640625,0.14541149139404297,0.04895010590553284,-0.0923248827457428
1772721287129279000,2.012279052734375,0.18210887908935547,-0.016859114170074463,0.08209338784217834
1772721287147876600,2.030876708984375,0.17980575561523438,-0.044373542070388794,0.07154903560876846
1772721287166474000,2.049473876953125,-0.06090831756591797,-0.05956375598907471,-0.013713568449020386
1772721287185071600,2.068071533203125,-0.26790714263916016,-0.07422620058059692,0.1309208869934082
1772721287203669000,2.0866689453125,-0.31162548065185547,-0.0818747878074646,0.2575339078903198
1772721287222266600,2.1052666015625,-0.4887990951538086,-0.020814836025238037,0.10431695729494095
1772721287240864000,2.123864013671875,-0.5997610092163086,0.005979716777801514,0.015550658106803894
1772721287259461600,2.142461669921875,-0.4527759552001953,-0.23425710201263428,0.051370769739151
1772721287278059000,2.16105908203125,-0.09412002563476562,-0.20088547468185425,-0.021261325106024742
1772721287296656400,2.179656494140625,0.20757484436035156,-0.034979820251464844,-0.10182661563158035
1772721287315254000,2.19825390625,0.4388093948364258,0.1973477005958557,-0.06809277087450027
1772721287333851400,2.216851318359375,0.6303224563598633,0.2193683385848999,0.17670711874961853
1772721287352449000,2.235448974609375,0.41916847229003906,0.2898727059364319,0.3558453321456909
1772721287371046400,2.25404638671875,0.2817058563232422,0.3698101043701172,0.47334885597229004
1772721287389644000,2.27264404296875,0.5342807769775391,0.22272315621376038,0.7545781135559082
1772721287408241400,2.291241455078125,1.1656770706176758,0.003417104482650757,0.6333975195884705
1772721287426838800,2.3098388671875,1.191828727722168,-0.04167965054512024,0.46124663949012756
1772721287445436400,2.3284365234375,0.8952608108520508,-0.33124610781669617,0.29949188232421875
1772721287464033800,2.34703369140625,-0.044699668884277344,-1.173607587814331,0.6631659865379333
1772721287482631200,2.365631103515625,-1.0213193893432617,-0.250327467918396,-0.705274760723114
1772721287501228800,2.384228759765625,-1.7488460540771484,0.17548799514770508,-1.5784833431243896
1772721287519826200,2.402826171875,-1.4958314895629883,0.6118881106376648,-1.3413268327713013
1772721287538423800,2.421423828125,-1.2771310806274414,0.22762441635131836,-0.4687390625476837
1772721287557021200,2.440021240234375,-1.0692110061645508,-0.23836681246757507,0.12490467727184296
1772721287575618600,2.45861865234375,-0.6651535034179688,-0.44426923990249634,-0.4459684491157532
